"scientificName","nativeStatus","plantOrigin"
"Acmella iodiscaea","PR(N)",NA
"Acmella oppositifolia","L48(N)","native"
"Acmella oppositifolia var. repens","L48(N)","native"
"Acmella pilosa","L48(I)","alien"
"Acmella pusilla","L48(I)PR(I)","alien"
"Acmella uliginosa",NA,NA
"Acnistus",NA,NA
"Acnistus arborescens","PR(N)VI(N)",NA
"Acoelorraphe","L48(N)","native"
"Acoelorraphe wrightii","L48(N)","native"
"Aconitum","L48(I,N)CAN(GP)","native"
"Aconitum X bicolor","CAN(GP)NA(GP)",NA
"Aconitum anthora",NA,NA
"Aconitum carmichaelii",NA,NA
"Aconitum columbianum","L48(N)CAN(N)","native"
"Aconitum columbianum ssp. columbianum","L48(N)CAN(N)","native"
"Aconitum columbianum ssp. viviparum","L48(N)","native"
"Aconitum delphiniifolium","AK(N)CAN(N)NA(N)","native"
"Aconitum delphiniifolium ssp. chamissonianum","AK(N)",NA
"Aconitum delphiniifolium ssp. delphiniifolium","AK(N)CAN(N)NA(N)","native"
"Aconitum delphiniifolium ssp. paradoxum","AK(N)CAN(N)NA(N)","native"
"Aconitum ferox",NA,NA
"Aconitum fischeri",NA,NA
"Aconitum infectum","L48(N)","native"
"Aconitum lycoctonum","CAN(W?)NA(W?)",NA
"Aconitum maximum","AK(N)",NA
"Aconitum napellus","L48(I)CAN(I)","alien"
"Aconitum noveboracense","L48(N)","native"
"Aconitum reclinatum","L48(N)","native"
"Aconitum uncinatum","L48(N)","native"
"Aconitum uncinatum ssp. muticum","L48(N)","native"
"Aconitum uncinatum ssp. uncinatum","L48(N)","native"
"Aconitum variegatum","CAN(GP)NA(GP)",NA
"Aconitum vulparia",NA,NA
"Acorus","L48(I,N)CAN(I,N)","native"
"Acorus americanus","L48(N)AK(N)CAN(N)","native"
"Acorus calamus","L48(I)CAN(I)","alien"
"Acorus gramineus",NA,NA
"Acourtia","L48(N)","native"
"Acourtia microcephala","L48(N)","native"
"Acourtia nana","L48(N)","native"
"Acourtia runcinata","L48(N)","native"
"Acourtia thurberi","L48(N)","native"
"Acourtia wrightii","L48(N)","native"
"Acrachne","L48(I)","alien"
"Acrachne racemosa","L48(I)","alien"
"Acriopsis",NA,NA
"Acriopsis liliifolia","L48(N)","native"
"Acriopsis liliifolia var. liliifolia","L48(N)","native"
"Acrobolbus","NA(N)","native"
"Acrobolbus ciliatus","NA(N)","native"
"Acroceras",NA,NA
"Acroceras amplectens",NA,NA
"Acroceras macrum",NA,NA
"Acroceras oryzoides",NA,NA
"Acrocomia","L48(I)","alien"
"Acrocomia media","PR(N)VI(N)",NA
"Acrocomia totai","L48(I)","alien"
"Acrocomia vinifera",NA,NA
"Acrocordia","NA(N)","native"
"Acrocordia cavata","NA(N)","native"
"Acrocordia conoidea","NA(N)","native"
"Acrocordia gemmata","NA(N)","native"
"Acrocordia megalospora","NA(N)","native"
"Acrolejeunea","NA(N)","native"
"Acrolejeunea heterophylla","NA(N)","native"
"Acronychia",NA,NA
"Acronychia heterophylla",NA,NA
"Acroporium","NA(N)","native"
"Acroporium smallii","NA(N)","native"
"Acroptilon","L48(I)CAN(I)","alien"
"Acroptilon repens","L48(I)CAN(I)","alien"
"Acroscyphus","NA(N)","native"
"Acroscyphus sphaerophoroides","NA(N)","native"
"Acrostichum","L48(N)","native"
"Acrostichum aureum","L48(N)HI(I)PR(N)VI(N)","native"
"Acrostichum danaeifolium","L48(N)PR(N)VI(N)","native"
"Acrostichum speciosum","L48(N)","native"
"Actaea","L48(I,N)CAN(N)","native"
"Actaea X ludovici","L48(N)CAN(N)","native"
"Actaea arizonica","L48(N)","native"
"Actaea elata","L48(N)CAN(N)","native"
"Actaea laciniata","L48(N)","native"
"Actaea pachypoda","L48(N)CAN(N)","native"
"Actaea podocarpa","L48(N)","native"
"Actaea racemosa","L48(N)CAN(N)","native"
"Actaea racemosa var. dissecta","L48(N)","native"
"Actaea racemosa var. racemosa","L48(N)CAN(N)","native"
"Actaea rubifolia","L48(N)","native"
"Actaea rubra","L48(N)AK(N)CAN(N)","native"
"Actaea rubra ssp. arguta","L48(N)AK(N)CAN(N)","native"
"Actaea rubra ssp. rubra","L48(N)AK(N)CAN(N)","native"
"Actaea spicata","L48(I)","alien"
"Actinidia","L48(I)","alien"
"Actinidia arguta","L48(I)","alien"
"Actinidia chinensis","L48(I)","alien"
"Actinidia chinensis var. deliciosa","L48(I)","alien"
"Actinidia polygama","L48(I)","alien"
"Actinostachys",NA,NA
"Actinostachys digitata","L48(N)","native"
"Actinostachys inopinata","L48(N)","native"
"Actinostachys pennula","L48(N)PR(N)","native"
"Actinostachys spirophylla","L48(N)","native"
"Adansonia",NA,NA
"Adansonia digitata","PR(I)",NA
"Adelia","L48(N)","native"
"Adelia ricinella","PR(N)VI(N)",NA
"Adelia vaseyi","L48(N)","native"
"Adelococcus","NA(N)","native"
"Adelococcus alpestris","NA(N)","native"
"Adelolecia","NA(N)","native"
"Adelolecia kolaensis","NA(N)","native"
"Adelolecia pilati","NA(N)","native"
"Adenanthera","L48(I)","alien"
"Adenanthera pavonina","L48(I)HI(I)PR(I)VI(I)","alien"
"Adenium",NA,NA
"Adenium obesum",NA,NA
"Adenocarpus",NA,NA
"Adenocarpus foliolosus",NA,NA
"Adenocaulon","L48(N)CAN(N)","native"
"Adenocaulon bicolor","L48(N)CAN(N)","native"
"Adenophorus",NA,NA
"Adenophorus X abbottiae","HI(N)",NA
"Adenophorus X carsonii","HI(N)",NA
"Adenophorus abietinus","HI(N)",NA
"Adenophorus epigaeus","HI(N)",NA
"Adenophorus haalilioanus","HI(N)",NA
"Adenophorus hymenophylloides","HI(N)",NA
"Adenophorus montanus","HI(N)",NA
"Adenophorus oahuensis","HI(N)",NA
"Adenophorus periens","HI(N)",NA
"Adenophorus pinnatifidus","HI(N)",NA
"Adenophorus tamariscinus","HI(N)",NA
"Adenophorus tripinnatifidus","HI(N)",NA
"Adenophyllum","L48(N)","native"
"Adenophyllum cooperi","L48(N)","native"
"Adenophyllum porophylloides","L48(N)","native"
"Adenophyllum porophyllum","L48(N)","native"
"Adenophyllum wrightii","L48(N)","native"
"Adenosma",NA,NA
"Adenosma javanica","L48(N)","native"
"Adenostemma",NA,NA
"Adenostemma berteroi",NA,NA
"Adenostemma lanceolatum","L48(N)","native"
"Adenostemma lavenia","L48(N)HI(N)","native"
"Adenostemma verbesina","PR(N)VI(N)",NA
"Adenostoma","L48(N)","native"
"Adenostoma fasciculatum","L48(N)","native"
"Adenostoma fasciculatum var. fasciculatum","L48(N)","native"
"Adenostoma fasciculatum var. obtusifolium","L48(N)","native"
"Adenostoma sparsifolium","L48(N)","native"
"Adesmia",NA,NA
"Adesmia bicolor",NA,NA
"Adesmia filifolia",NA,NA
"Adesmia incana",NA,NA
"Adesmia microphylla",NA,NA
"Adesmia muricata",NA,NA
"Adesmia tenella",NA,NA
"Adiantum","L48(I,N)CAN(N)","native"
"Adiantum X tracyi","L48(N)","native"
"Adiantum aleuticum","L48(N)AK(N)CAN(N)","native"
"Adiantum anceps","L48(N)","native"
"Adiantum capillus-veneris","L48(N)HI(N)PR(N)CAN(N)","native"
"Adiantum caudatum","L48(I)","alien"
"Adiantum concinnum","PR(N)",NA
"Adiantum fragile","PR(N)VI(N)",NA
"Adiantum fragile var. fragile","PR(N)VI(N)",NA
"Adiantum fragile var. rigidulum","PR(N)VI(N)",NA
"Adiantum hirsutum",NA,NA
"Adiantum hispidulum","L48(I)HI(I)","alien"
"Adiantum jordanii","L48(N)","native"
"Adiantum latifolium","PR(N)VI(N)",NA
"Adiantum macrophyllum","PR(N)",NA
"Adiantum melanoleucum","L48(N)PR(N)","native"
"Adiantum obliquum","PR(N)",NA
"Adiantum palaoense","L48(N)","native"
"Adiantum pedatum","L48(N)CAN(N)","native"
"Adiantum petiolatum","PR(N)",NA
"Adiantum philippense","L48(N)","native"
"Adiantum pulverulentum","PR(N)VI(N)",NA
"Adiantum pyramidale","PR(N)VI(N)",NA
"Adiantum raddianum","HI(I)",NA
"Adiantum shastense","L48(N)","native"
"Adiantum tenerum","L48(N)HI(I)PR(N)VI(N)","native"
"Adiantum tetraphyllum","PR(N)",NA
"Adiantum trapeziforme","L48(I)","alien"
"Adiantum tricholepis","L48(N)","native"
"Adiantum villosum","L48(N)PR(N)VI(N)","native"
"Adiantum viridimontanum","L48(N)CAN(N)","native"
"Adiantum vivesii","PR(N)",NA
"Adiantum wilsonii","PR(N)",NA
"Adlumia","L48(N)CAN(N)","native"
"Adlumia fungosa","L48(N)CAN(N)","native"
"Adolphia","L48(N)","native"
"Adolphia californica","L48(N)","native"
"Adolphia infesta","L48(N)","native"
"Adonis","L48(I)CAN(I)","alien"
"Adonis aestivalis","L48(I)","alien"
"Adonis annua","L48(I)CAN(I)","alien"
"Adonis vernalis","L48(I)","alien"
"Adoxa","L48(N)CAN(N)","native"
"Adoxa moschatellina","L48(N)AK(N)CAN(N)","native"
"Aechmea",NA,NA
"Aechmea fasciata","PR(I)",NA
"Aechmea lingulata","PR(N)VI(N)",NA
"Aechmea nudicaulis","PR(N)",NA
"Aegilops","L48(I)","alien"
"Aegilops bicornis",NA,NA
"Aegilops comosa",NA,NA
"Aegilops crassa","L48(I)","alien"
"Aegilops cylindrica","L48(I)","alien"
"Aegilops geniculata","L48(I)","alien"
"Aegilops longissima",NA,NA
"Aegilops lorentii",NA,NA
"Aegilops neglecta","L48(I)","alien"
"Aegilops searsii",NA,NA
"Aegilops speltoides",NA,NA
"Aegilops tauschii","L48(I)","alien"
"Aegilops triuncialis","L48(I)","alien"
"Aegilops umbellulata",NA,NA
"Aegilops ventricosa",NA,NA
"Aeginetia",NA,NA
"Aeginetia indica",NA,NA
"Aegiphila","L48(N)","native"
"Aegiphila elata","L48(N)PR(N)","native"
"Aegiphila integrifolia","VI(I?)",NA
"Aegiphila martinicensis","PR(N)VI(N)",NA
"Aegle",NA,NA
"Aegle marmelos",NA,NA
"Aegopodium","L48(I)CAN(I)SPM(I)","alien"
"Aegopodium podagraria","L48(I)CAN(I)SPM(I)","alien"
"Aegopogon","L48(I,N)","native"
"Aegopogon cenchroides","L48(I)","alien"
"Aegopogon tenellus","L48(N)","native"
"Aeluropus","L48(I)","alien"
"Aeluropus lagopoides",NA,NA
"Aeluropus littoralis","L48(I)","alien"
"Aeonium","L48(I)","alien"
"Aeonium arboreum","L48(I)","alien"
"Aeonium haworthii","L48(I)","alien"
"Aeonium undulatum",NA,NA
"Aerva",NA,NA
"Aerva javanica",NA,NA
"Aerva lanata",NA,NA
"Aerva sericea","HI(N)",NA
"Aesandra",NA,NA
"Aesandra butyracea",NA,NA
"Aeschynomene","L48(I,N)","native"
"Aeschynomene americana","L48(N)PR(N)VI(I)","native"
"Aeschynomene aspera",NA,NA
"Aeschynomene brasiliana",NA,NA
"Aeschynomene elaphroxylon",NA,NA
"Aeschynomene elegans",NA,NA
"Aeschynomene evenia","L48(I)PR(I)","alien"
"Aeschynomene falcata",NA,NA
"Aeschynomene gracilis","PR(N)",NA
"Aeschynomene histrix","L48(I)","alien"
"Aeschynomene histrix var. incana","L48(I)","alien"
"Aeschynomene indica","L48(N)PR(N)","native"
"Aeschynomene paniculata","HI(I)",NA
"Aeschynomene pratensis","L48(N)","native"
"Aeschynomene rudis","L48(N)PR(N)","native"
"Aeschynomene sensitiva","PR(N)VI(N)",NA
"Aeschynomene sensitiva var. hispidula",NA,NA
"Aeschynomene sensitiva var. sensitiva","PR(N)VI(N)",NA
"Aeschynomene villosa","L48(N)PR(N)","native"
"Aeschynomene virginica","L48(N)","native"
"Aeschynomene viscidula","L48(N)","native"
"Aesculus","L48(I,N)CAN(I,N)","native"
"Aesculus X arnoldiana","L48(I)","alien"
"Aesculus X bushii","L48(N)","native"
"Aesculus X carnea","L48(N)","native"
"Aesculus X hybrida","L48(N)","native"
"Aesculus X marylandica","L48(N)","native"
"Aesculus X mutabilis","L48(N)","native"
"Aesculus X neglecta","L48(N)","native"
"Aesculus X worlitzensis","L48(N)","native"
"Aesculus californica","L48(N)","native"
"Aesculus flava","L48(N)","native"
"Aesculus glabra","L48(N)CAN(N)","native"
"Aesculus glabra var. arguta","L48(N)","native"
"Aesculus glabra var. glabra","L48(N)CAN(N)","native"
"Aesculus hippocastanum","L48(I)CAN(I)","alien"
"Aesculus parviflora","L48(N)","native"
"Aesculus pavia","L48(N)CAN(I)","native"
"Aesculus pavia var. flavescens","L48(N)","native"
"Aesculus pavia var. pavia","L48(N)CAN(I)","native"
"Aesculus sylvatica","L48(N)","native"
"Aesculus turbinata",NA,NA
"Aethusa","L48(I)CAN(I)SPM(I)","alien"
"Aethusa cynapium","L48(I)CAN(I)SPM(I)","alien"
"Aframomum",NA,NA
"Aframomum melegueta",NA,NA
"Afrocarpus",NA,NA
"Afrocarpus falcatus",NA,NA
"Afzelia",NA,NA
"Afzelia africana",NA,NA
"Afzelia bella",NA,NA
"Afzelia quanzensis",NA,NA
"Agalinis","L48(N)CAN(N)","native"
"Agalinis acuta","L48(N)","native"
"Agalinis aphylla","L48(N)","native"
"Agalinis aspera","L48(N)CAN(N)","native"
"Agalinis auriculata","L48(N)","native"
"Agalinis caddoensis","L48(N)","native"
"Agalinis calycina","L48(N)","native"
"Agalinis densiflora","L48(N)","native"
"Agalinis divaricata","L48(N)","native"
"Agalinis edwardsiana","L48(N)","native"
"Agalinis fasciculata","L48(N)PR(N)","native"
"Agalinis filicaulis","L48(N)","native"
"Agalinis filifolia","L48(N)","native"
"Agalinis flexicaulis","L48(N)","native"
"Agalinis gattingeri","L48(N)CAN(N)","native"
"Agalinis harperi","L48(N)","native"
"Agalinis heterophylla","L48(N)","native"
"Agalinis homalantha","L48(N)","native"
"Agalinis laxa","L48(N)","native"
"Agalinis linifolia","L48(N)","native"
"Agalinis maritima","L48(N)CAN(N)","native"
"Agalinis maritima var. grandiflora","L48(N)","native"
"Agalinis maritima var. maritima","L48(N)CAN(N)","native"
"Agalinis navasotensis","L48(N)","native"
"Agalinis neoscotica","L48(N)CAN(N)","native"
"Agalinis nuttallii","L48(N)","native"
"Agalinis obtusifolia","L48(N)","native"
"Agalinis oligophylla","L48(N)","native"
"Agalinis paupercula","L48(N)CAN(N)","native"
"Agalinis paupercula var. borealis","L48(N)CAN(N)","native"
"Agalinis paupercula var. paupercula","L48(N)CAN(N)","native"
"Agalinis plukenetii","L48(N)","native"
"Agalinis pulchella","L48(N)","native"
"Agalinis purpurea","L48(N)CAN(N)","native"
"Agalinis setacea","L48(N)","native"
"Agalinis skinneriana","L48(N)CAN(N)","native"
"Agalinis strictifolia","L48(N)","native"
"Agalinis tenuifolia","L48(N)CAN(N)","native"
"Agalinis tenuifolia var. leucanthera","L48(N)","native"
"Agalinis tenuifolia var. macrophylla","L48(N)CAN(N)","native"
"Agalinis tenuifolia var. parviflora","L48(N)CAN(N)","native"
"Agalinis tenuifolia var. polyphylla","L48(N)","native"
"Agalinis tenuifolia var. tenuifolia","L48(N)CAN(N)","native"
"Agalinis viridis","L48(N)","native"
"Aganope",NA,NA
"Aganope heptaphylla","L48(N)","native"
"Agapanthus","L48(I)","alien"
"Agapanthus africanus",NA,NA
"Agapanthus praecox","L48(I)","alien"
"Agapanthus praecox ssp. orientalis",NA,NA
"Agarista","L48(N)","native"
"Agarista populifolia","L48(N)","native"
"Agastache","L48(N)CAN(N)","native"
"Agastache breviflora","L48(N)","native"
"Agastache cana","L48(N)","native"
"Agastache cusickii","L48(N)","native"
"Agastache foeniculum","L48(N)CAN(N)","native"
"Agastache mearnsii","L48(N)","native"
"Agastache micrantha","L48(N)","native"
"Agastache nepetoides","L48(N)CAN(N)","native"
"Agastache occidentalis","L48(N)","native"
"Agastache pallida","L48(N)","native"
"Agastache pallidiflora","L48(N)","native"
"Agastache pallidiflora ssp. neomexicana","L48(N)","native"
"Agastache pallidiflora ssp. neomexicana var. havardii","L48(N)","native"
"Agastache pallidiflora ssp. neomexicana var. neomexicana","L48(N)","native"
"Agastache pallidiflora ssp. pallidiflora","L48(N)","native"
"Agastache pallidiflora ssp. pallidiflora var. gilensis","L48(N)","native"
"Agastache pallidiflora ssp. pallidiflora var. greenei","L48(N)","native"
"Agastache pallidiflora ssp. pallidiflora var. pallidiflora","L48(N)","native"
"Agastache parvifolia","L48(N)","native"
"Agastache pringlei","L48(N)","native"
"Agastache pringlei var. verticillata","L48(N)","native"
"Agastache rupestris","L48(N)","native"
"Agastache scrophulariifolia","L48(N)CAN(N)","native"
"Agastache urticifolia","L48(N)CAN(N)","native"
"Agastache urticifolia var. glaucifolia","L48(N)","native"
"Agastache urticifolia var. urticifolia","L48(N)CAN(N)","native"
"Agastache wrightii","L48(N)","native"
"Agathis",NA,NA
"Agathis australis",NA,NA
"Agathis dammara",NA,NA
"Agathis robusta","PR(I)",NA
"Agathosma",NA,NA
"Agathosma betulina",NA,NA
"Agathosma crenulata",NA,NA
"Agathosma serratifolia",NA,NA
"Agave","L48(I,N)","native"
"Agave X ajoensis","L48(N)","native"
"Agave X arizonica","L48(N)","native"
"Agave americana","L48(N)HI(I)VI(I)","native"
"Agave americana ssp. americana","L48(N)HI(I)VI(I)","native"
"Agave americana ssp. americana var. americana","L48(N)HI(I)VI(I)","native"
"Agave americana ssp. americana var. expansa","L48(N)","native"
"Agave americana ssp. protamericana","L48(N)","native"
"Agave angustifolia",NA,NA
"Agave asperrima","L48(N)","native"
"Agave atrovirens",NA,NA
"Agave attenuata","L48(I)","alien"
"Agave cantala",NA,NA
"Agave chrysantha","L48(N)","native"
"Agave cupreata",NA,NA
"Agave decipiens","L48(N)","native"
"Agave delamateri","L48(N)","native"
"Agave deserti","L48(N)","native"
"Agave deserti ssp. deserti","L48(N)","native"
"Agave deserti ssp. simplex","L48(N)","native"
"Agave desmettiana","L48(I)","alien"
"Agave eggersiana","VI(N)",NA
"Agave fourcroydes",NA,NA
"Agave glomeruliflora","L48(N)","native"
"Agave gracilipes","L48(N)","native"
"Agave havardiana","L48(N)","native"
"Agave lechuguilla","L48(N)","native"
"Agave minor","PR(N)",NA
"Agave missionum","PR(N)VI(N)",NA
"Agave murpheyi","L48(N)","native"
"Agave neglecta","L48(N)","native"
"Agave palmeri","L48(N)","native"
"Agave parryi","L48(N)","native"
"Agave parryi ssp. neomexicana","L48(N)","native"
"Agave parryi ssp. parryi","L48(N)","native"
"Agave parviflora","L48(N)","native"
"Agave phillipsiana","L48(N)","native"
"Agave rigida",NA,NA
"Agave rigida var. rigida",NA,NA
"Agave schottii","L48(N)","native"
"Agave schottii var. schottii","L48(N)","native"
"Agave schottii var. treleasei","L48(N)","native"
"Agave shawii","L48(N)","native"
"Agave sisalana","L48(I)HI(I)PR(I)VI(I)","alien"
"Agave tequilana",NA,NA
"Agave toumeyana","L48(N)","native"
"Agave toumeyana var. bella","L48(N)","native"
"Agave toumeyana var. toumeyana","L48(N)","native"
"Agave univittata","L48(N)","native"
"Agave utahensis","L48(N)","native"
"Agave utahensis var. eborispina","L48(N)","native"
"Agave utahensis var. kaibabensis","L48(N)","native"
"Agave utahensis var. nevadensis","L48(N)","native"
"Agave utahensis var. utahensis","L48(N)","native"
"Agave weberi","L48(I)","alien"
"Agave xylonacantha",NA,NA
"Agdestis","L48(I)","alien"
"Agdestis clematidea","L48(I)PR(I)","alien"
"Ageratina","L48(I,N)CAN(N)","native"
"Ageratina adenophora","L48(I)HI(I)","alien"
"Ageratina altissima","L48(N)CAN(N)","native"
"Ageratina altissima var. altissima","L48(N)CAN(N)","native"
"Ageratina altissima var. angustata","L48(N)","native"
"Ageratina altissima var. roanensis","L48(N)","native"
"Ageratina aromatica","L48(N)","native"
"Ageratina aromatica var. aromatica","L48(N)","native"
"Ageratina aromatica var. incisa","L48(N)","native"
"Ageratina havanensis","L48(N)","native"
"Ageratina herbacea","L48(N)","native"
"Ageratina jucunda","L48(N)","native"
"Ageratina lemmonii","L48(N)","native"
"Ageratina luciae-brauniae","L48(N)","native"
"Ageratina occidentalis","L48(N)","native"
"Ageratina paupercula","L48(N)","native"
"Ageratina resiniflua","PR(N)",NA
"Ageratina riparia","HI(I)",NA
"Ageratina rothrockii","L48(N)","native"
"Ageratina shastensis","L48(N)","native"
"Ageratina wrightii","L48(N)","native"
"Ageratum","L48(I,N)","native"
"Ageratum conyzoides","L48(I)HI(I)PR(N)VI(N)","alien"
"Ageratum corymbosum","L48(N)","native"
"Ageratum domingense",NA,NA
"Ageratum houstonianum","L48(I)HI(I)","alien"
"Ageratum littorale","L48(N)","native"
"Aglaia",NA,NA
"Aglaia mariannensis","L48(N)","native"
"Aglaia ponapensis",NA,NA
"Aglaonema","L48(I)","alien"
"Aglaonema commutatum","L48(I)PR(I)","alien"
"Aglaonema commutatum var. maculatum","L48(I)PR(I)","alien"
"Aglaonema pictum","PR(I)",NA
"Aglossorrhyncha",NA,NA
"Aglossorrhyncha micronesiaca","L48(N)","native"
"Agnorhiza","L48(N)","native"
"Agnorhiza bolanderi","L48(N)","native"
"Agnorhiza elata","L48(N)","native"
"Agnorhiza invenusta","L48(N)","native"
"Agnorhiza ovata","L48(N)","native"
"Agnorhiza reticulata","L48(N)","native"
"Agonimia","NA(N)","native"
"Agonimia tristicula","NA(N)","native"
"Agoseris","L48(N)CAN(N)","native"
"Agoseris X dasycarpa","L48(N)","native"
"Agoseris X montana","L48(N)","native"
"Agoseris apargioides","L48(N)","native"
"Agoseris apargioides var. apargioides","L48(N)","native"
"Agoseris apargioides var. eastwoodiae","L48(N)","native"
"Agoseris apargioides var. maritima","L48(N)","native"
"Agoseris aurantiaca","L48(N)AK(N)CAN(N)","native"
"Agoseris aurantiaca var. aurantiaca","L48(N)AK(N)CAN(N)","native"
"Agoseris aurantiaca var. purpurea","L48(N)","native"
"Agoseris elata","L48(N)CAN(N)","native"
"Agoseris glauca","L48(N)AK(N)CAN(N)","native"
"Agoseris glauca var. agrestis","L48(N)","native"
"Agoseris glauca var. cronquistii","L48(N)","native"
"Agoseris glauca var. dasycephala","L48(N)AK(N)CAN(N)","native"
"Agoseris glauca var. glauca","L48(N)CAN(N)","native"
"Agoseris glauca var. laciniata","L48(N)","native"
"Agoseris glauca var. monticola","L48(N)","native"
"Agoseris grandiflora","L48(N)CAN(N)","native"
"Agoseris heterophylla","L48(N)CAN(N)","native"
"Agoseris heterophylla var. crenulata","L48(N)","native"
"Agoseris heterophylla var. heterophylla","L48(N)CAN(N)","native"
"Agoseris heterophylla var. turgida","L48(N)","native"
"Agoseris lackschewitzii","L48(N)","native"
"Agoseris retrorsa","L48(N)","native"
